Audio,English,Persian G Translate,Persian Bamooz,English Alternatives,German,German Alternatives,Level,Part of Speech,Picture,Plural and inflected forms,Sample sentence,Thing
{{131 0 0.mp3}},to strive,تلاش کردن,تلاش‌کردن، کوشش‌کردن,strive,streben,,168,verb,{{131 7 0.jpg}},strebt; strebte; hat gestrebt,Birgit strebt nach olympischem Gold.,24624528
{{132 0 0.mp3}},quite a few,تعدادی,,,etliche,,104,pron,{{132 7 0.jpg}},,Der Zug kam etliche Minuten zu spät im Bahnhof an.,24552919
{{133 0 0.mp3}},technical college,دانشکده فنی,دانشگاه علوم کاربردی، دانشگاه فنی,,die Fachhochschule,,104,noun,{{133 7 0.jpg}},die Fachhochschulen,Auch an Fachhochschulen soll man zukünftig promovieren können.,24552939
{{134 0 0.mp3}},"to have in mind, plan, intend",در ذهن داشتن، قصد داشتن، برنامه‌ریزی کردن,قصد داشتن، برنامه داشتن / تصمیم، قصد، نقشه,intend,vorhaben,,96,verb,{{134 7 0.jpg}},hat vor; hatte vor; hat vorgehabt,"Dorothee hat vor, nach Ungarn zu gehen.",24546246
{{135 0 0.mp3}},"to increase, raise",افزایش دادن، افزایش یافتن,افزایش دادن، بالا بردن / افزایش یافتن، بالا رفتن، (sich erhöhen),increase,erhöhen,,35,verb,{{135 7 0.jpg}},erhöht; erhöhte; hat erhöht,Wir müssen unser Angebot erhöhen.,24215504
{{136 0 0.mp3}},pilot,خلبان,خلبان، راننده,,der Pilot,,119,noun,{{136 7 0.jpg}},die Piloten,Der Pilot sitzt im Cockpit.,24587623
{{137 0 0.mp3}},stairs,پله ها,پله، پلکان,,die Treppe,,89,noun,{{137 7 0.jpg}},die Treppen,"Die Kinder sitzen auf der Treppe und warten, bis ihnen jemand aufschließt.",24520305
{{138 0 0.mp3}},"to pay attention, observe",توجه کردن، مشاهده کردن,توجه کردن,take into account,beachten,,52,verb,{{138 7 0.jpg}},beachtet; beachtete; hat beachtet,In letzter Zeit beachtet Franz seinen Freund Ferdinand gar nicht mehr.,24264804
{{139 0 0.mp3}},"to use, consume",استفاده کردن، مصرف کردن,مصرف کردن,,verbrauchen,,168,verb,{{139 7 0.jpg}},verbraucht; verbrauchte; hat verbraucht,Energiesparlampen verbrauchen weniger Strom als herkömmliche Glühbirnen.,24624625
{{140 0 0.mp3}},to guarantee,ضمانت کردن,تضمین دادن، ضمانت کردن، گارانتی کردن,,garantieren,,90,verb,{{140 7 0.jpg}},garantiert; garantierte; hat garantiert,Wir können nur 45 Arbeitsplätze garantieren.,24539414
{{141 0 0.mp3}},"to dive, dip",به شیرجه رفتن,غواصی کردن,,tauchen,,133,verb,{{141 7 0.jpg}},taucht; tauchte; ist getaucht,Im Urlaub taucht Thomas immer.,24609052
{{142 0 0.mp3}},Celsius,درجه سلسیوس,سلسیوس، سانتی‌گراد,,Celsius,,130,noun,{{142 7 0.jpg}},,Wasser kocht bei hundert Grad Celsius.,24606892
{{143 0 0.mp3}},figure,شکل,هیکل / نقش، شخصیت / مهره,the figure,die Figur,Figur,66,noun,{{143 7 0.jpg}},die Figuren,Andreas hat eine sportliche Figur.,24472266
{{144 0 0.mp3}},disputed,مورد مناقشه,بحث‌برانگیز، مشاجره‌انگیز,,umstritten,,122,adj,{{144 7 0.jpg}},,Diese These ist sehr umstritten.,24588749
{{145 0 0.mp3}},"to pretend, to pass forward",تظاهر کردن، به جلو پاس دادن,تظاهر کردن، وانمود کردن، بهانه آوردن / موعدی را) مقرر کردن),,vorgeben,,96,verb,{{145 7 0.jpg}},gibt vor; gab vor; hat vorgegeben,"Er gibt vor, kein Geld zuhaben.",24546228
{{146 0 0.mp3}},terrible,وحشتناک,وحشتناک، به طرز وحشتناکی,,furchtbar,,120,adj,{{146 7 0.jpg}},,Das Erdbeben war eine furchtbare Katastrophe.,24588183
{{147 0 0.mp3}},ninety,نود,نود، [عدد 90],,neunzig,,141,num,{{147 7 0.jpg}},,Neunzig Personen wurden befragt.,24614007
{{148 0 0.mp3}},"compartment, subject",محفظه، موضوع,رشته تحصیلی / درس، عنوان درسی / کشو، بخش، کمد / بار، مرتبه,,das Fach,,34,noun,{{148 7 0.jpg}},"die Fächer, die Fache",Welche Fächer studierst du?,24146793
{{149 0 0.mp3}},one-sided,یک طرفه,یک‌طرفه، یک‌جانبه,,einseitig,,139,adj,{{149 7 0.jpg}},,Meine Nachbarn führen eine sehr einseitige Beziehung.,24613259
{{150 0 0.mp3}},"to bellow, roar, shout",به زیر، سر و صدا، فریاد,داد زدن، فریاد کشیدن / غریدن، غرش‌کردن,,brüllen,,156,verb,{{150 7 0.jpg}},brüllt; brüllte; hat gebrüllt,"Löwen brüllen, um ihre Opfer einzuschüchtern.",24621825
{{151 0 0.mp3}},will,اراده,اراده، خواست,the will,der Wille,Wille,78,noun,{{151 7 0.jpg}},die Willen,"Sandra schafft das, sie hat einen starken Willen.",24508369
{{152 0 0.mp3}},"from there, therefore",از آنجا که بنابراین,در نتیجه، بنابراین,,daher,,17,pron,{{152 7 0.jpg}},,"Deine Müdigkeit kommt daher, dass du abends so lange am Computer sitzt.",23722231
{{153 0 0.mp3}},to change,عوض شدن، تغییر یافتن,عوض کردن، تغییر دادن / عوض شدن، تغییر کردن، (sich ändern),,ändern,,24,verb,{{153 7 0.jpg}},ändert; änderte; hat geändert,Sie änderten ihre Meinung.,23885534
{{154 0 0.mp3}},"to open, hit",باز کردن، ضربه زدن,برخورد کردن، ضربه خوردن / باز کردن / برپا کردن,,aufschlagen,,149,verb,{{154 7 0.jpg}},schlägt auf; schlug auf; ist aufgeschlagen,Ich schlage eine Zeitschrift auf.,24619685
{{155 0 0.mp3}},"mail, post office",ایمیل، اداره پست,پست، اداره پست، دفتر پست / مرسوله پستی، نامه,the post,die Post,Post,85,noun,{{155 7 0.jpg}},no plural,Hol doch bitte die Post herein.,24519216
{{156 0 0.mp3}},to announce,اعلام کردن,اعلام کردن، خبر دادن,,ankündigen,,53,verb,{{156 7 0.jpg}},kündigt an; kündigte an; hat angekündigt,Der Direktor kündigt Veränderungen an.,24265363
{{157 0 0.mp3}},"to employ, line up, get into mischief",استخدام کردن، به صف شدن,روشن کردن / استخدام شدن، کار کردن / صف ایستادن، صف تشکیل دادن، (sich anstellen) / قرار دادن,,anstellen,,92,verb,{{157 7 0.jpg}},stellt an; stellte an; hat angestellt,Stellt keine Dummheiten an!,24542832
{{158 0 0.mp3}},primary school,دبستان,دبستان,,die Grundschule,,146,noun,{{158 7 0.jpg}},die Grundschulen,Im Alter von 6 Jahren gehen Kinder in die Grundschule.,24616972
{{159 0 0.mp3}},film,فیلم,فیلم,the film,der Film,Film,26,noun,{{159 7 0.jpg}},die Filme,Ich habe mir den Film auf DVD gekauft.,23914631
{{160 0 0.mp3}},"to be responsible, stick",مسئول بودن,چسبیدن / مسئول بودن,,haften,,127,verb,{{160 7 0.jpg}},,Eltern haften für ihre Kinder.,24605655
{{161 0 0.mp3}},risk,خطر,ریسک، مخاطره,the risk,das Risiko,Risiko,38,noun,{{161 7 0.jpg}},"die Risiken, die Risikos","Das Risiko, vom Rauchen Lungenkrebs zu bekommen, ist sehr hoch.",24220900
{{162 0 0.mp3}},thirty,سی,سی، [عدد 30],30,dreißig,30,65,num,{{162 7 0.jpg}},,Dieses Hemd kostet dreißig Euro.,24470427
{{163 0 0.mp3}},in this place,در این مکان,,,an dieser Stelle,,15,,{{163 7 0.jpg}},,An dieser Stelle möchte ich mich bei meiner Familie für ihre Unterstützung bedanken.,23720719
{{164 0 0.mp3}},active,فعال,فعال,,aktiv,,40,adj,{{164 7 0.jpg}},,Wir treiben in unserer Freizeit aktiv Sport.,24222519
{{165 0 0.mp3}},"illness, disease",بیماری، بیماری,بیماری، کسالت، مریضی,the illness,die Erkrankung,Erkrankung,84,noun,{{165 7 0.jpg}},die Erkrankung,Ältere Menschen leiden oft an Erkrankungen des Herzens und der Nieren.,24519121
{{166 0 0.mp3}},complete,کامل,کامل، بی‌نقص,,vollständig,,60,adj,{{166 7 0.jpg}},,Ihre Bewerbung ist vollständig.,24280729
{{167 0 0.mp3}},to submit,ارسال کردن (جهت بررسی و ..),ارائه دادن، تسلیم کردن,,einreichen,,139,verb,{{167 7 0.jpg}},reicht ein; reichte ein; hat eingereicht,Sie können Ihre Unterlagen bis nächsten Montag einreichen.,24613224
{{168 0 0.mp3}},lecture,سخنرانی,سخنرانی، ارائه (شفاهی)، کنفرانس,,der Vortrag,,113,noun,{{168 7 0.jpg}},die Vorträge,Diesen Vortrag habe ich schon einmal gehalten.,24569446
{{169 0 0.mp3}},food,غذا,خوردن / غذا، خوراکی، وعده غذا,,das Essen,,45,noun,{{169 7 0.jpg}},die Essen,Das Essen steht auf dem Tisch.,24235946
{{170 0 0.mp3}},"to pull in, ask for, catch up",داخل کردن، درخواست کردن,به‌دست آوردن، جبران کردن,,einholen,,162,verb,{{170 7 0.jpg}},holt ein; holte ein; hat eingeholt,"Geht schon los, ich hole euch schon ein.",24622975
{{171 0 0.mp3}},"settlement, housing development",حل و فصل، توسعه مسکن,منطقه مسکونی، شهرک,,die Siedlung,,168,noun,{{171 7 0.jpg}},die Siedlungen,Das Dorf entstand aus einer fränkischen Siedlung.,24624488
{{172 0 0.mp3}},passion,شور و اشتیاق,شوق، علاقه، علاقمندانه,the passion,die Leidenschaft,Leidenschaft,152,noun,{{172 7 0.jpg}},die Leidenschaften,Motorradfahren ist seine Leidenschaft.,24620408
{{173 0 0.mp3}},use,استفاده,استفاده، بهره‌برداری,the use,die Nutzung,Nutzung,61,noun,{{173 7 0.jpg}},die Nutzungen,Die Nutzung dieses Gerätes außerhalb der Dienstzeiten ist streng untersagt.,24281123
{{174 0 0.mp3}},"opening, hole",بسوراخ,گشایش، مدخل، دررو، خروجی / روزنه، دهانه، سوراخ,,die Öffnung,,132,noun,{{174 7 0.jpg}},die Öffnungen,Wir müssen die Öffnung des Safes veranlassen.,24608871
{{175 0 0.mp3}},disposal,دستور، حکم,اختیار / دستور، حکم,,die Verfügung,,33,noun,{{175 7 0.jpg}},die Verfügungen,Das Gericht hob die einstweilige Verfügung gegen die Veranstalter der Demonstration auf.,24146612
{{176 0 0.mp3}},"favourable, good",مطلوب، خوب,ارزان (قیمت)، مطلوب، (با قیمت) مناسب,,günstig,,65,adj,{{176 7 0.jpg}},,Wir haben ihr ein günstiges Angebot gemacht.,24470571
{{177 0 0.mp3}},competitor,رقیب,رقیب، حریف,,der Konkurrent,,121,noun,{{177 7 0.jpg}},die Konkurrenten,Erfolgreiche Konkurrenten sollte man aufkaufen.,24588400
{{178 0 0.mp3}},processing,در حال پردازش,فرآوری,,die Verarbeitung,,122,noun,{{178 7 0.jpg}},die Verarbeitungen,Durch die Verarbeitung zu Konserven gehen dem Gemüse Vitamine verloren.,24588754
{{179 0 0.mp3}},"to go out, assume",بیرون رفتن، فرض کردن,بیرون رفتن / تمام شدن، نتیجه دادن / خاموش شدن، از کار افتادن، قطع شدن,go out,ausgehen,,24,verb,{{179 7 0.jpg}},geht aus; ging aus; ist ausgegangen,"Ich gehe davon aus, dass du mitkommst.",23885581
{{180 0 0.mp3}},usual,معمول,رایج، معمولی,,üblich,,46,adj,{{180 7 0.jpg}},,"In Deutschland ist es üblich, sich zur Begrüßung die Hand zu reichen.",24236287
{{181 0 0.mp3}},foundation,پایه,تاسیس، پی‌ریزی,,die Gründung,,102,noun,{{181 7 0.jpg}},die Gründungen,Die Gründung eines Vereins erfordert mindestens sieben Mitglieder.,24552028
{{182 0 0.mp3}},(small) room,اتاق کوچک,اتاقک، اتاق / جان لوله، مخزن / حفره,,die Kammer,,124,noun,{{182 7 0.jpg}},die Kammern,Die Würste hängen in der Kammer.,24603099
{{183 0 0.mp3}},marketing,بازار یابی,بازاریابی، مارکتینگ,,das Marketing,,109,noun,{{183 7 0.jpg}},no plural,Helge ist für das Marketing in der Firma zuständig.,24566288
{{184 0 0.mp3}},"to rearrange, adjust, switch",به تنظیم مجدد، تنظیم، سوئیچ,جای (چیزی را) تغییر دادن، ترتیب (چیزی را) عوض کردن / نوع (چیزی را) تغییر دادن، تبدیل کردن / خود را وفق دادن، خود را عادت دادن / محاصره کردن,move,umstellen,,165,verb,{{184 7 0.jpg}},stellt um; stellte um; hat umgestellt,Sie haben ihre Buchhaltung auf Computer umgestellt.,24623519
{{185 0 0.mp3}},double,دو برابر,دوتا، دوبار,,doppelt,,72,adj,{{185 7 0.jpg}},,Heute gibt es doppelt so viele Arbeitslose wie vor 20 Jahren.,24476523
{{186 0 0.mp3}},parliament,مجلس,پارلمان، مجلس نمایندگان,the parlament,das Parlament,Parlament,76,noun,{{186 7 0.jpg}},die Parlamente,Im Parlament wird über Gesetze abgestimmt.,24506095
{{187 0 0.mp3}},terrorism,تروریسم,تروریسم,the terrorism,der Terrorismus,Terrorismus,69,noun,{{187 7 0.jpg}},no plural,Der Terrorismus fordert immer mehr zivile Opfer.,24474801
{{188 0 0.mp3}},in contrast to,در مقابل,,,im Gegensatz zu,,43,,{{188 7 0.jpg}},,Im Gegensatz zu Deutschland ist in Österreich das Internet sehr teuer.,24234950
{{189 0 0.mp3}},"lack, shortage, defect",فقدان، کمبود، نقص,کمبود / نقص، عیب، ایراد,the lack,der Mangel,Mangel,71,noun,{{189 7 0.jpg}},die Mängel,Der Mangel an qualifizierten Arbeitskräften belastet die regionale Wirtschaft.,24476388
{{190 0 0.mp3}},reform,اصلاحات,اصلاح,,die Reform,,95,noun,{{190 7 0.jpg}},die Reformen,Es wird eine Reform angestrebt.,24545928
{{191 0 0.mp3}},nowadays,این روزها,امروزه,,heutzutage,,131,adv,{{191 7 0.jpg}},,Heutzutage ist das alles ganz anders.,24607902
{{192 0 0.mp3}},"trousers, pants",شلوار، شلوار,شلوار,the trousers,die Hose,Hose,104,noun,{{192 7 0.jpg}},die Hosen,Mira hat sich eine schicke Hose gekauft.,24553052
{{193 0 0.mp3}},to introduce,معرفی,شروع کردن، آغاز کردن,,einleiten,,117,verb,{{193 7 0.jpg}},leitet ein; leitete ein; hat eingeleitet,Die Regierung leitet Reformen ein.,24585492
{{194 0 0.mp3}},already,قبلا، پیش از این,حالا هم، از همین حالا، همین حالا هم، به همین زودی,,bereits,,9,adv,{{194 7 0.jpg}},,Ich habe den Flug bereits gebucht.,23630783
{{195 0 0.mp3}},"until, till",تا زمانی که، تا,تا، تا زمانیکه، تا جایی که,,bis,,4,prep; conj,{{195 7 0.jpg}},,"1) Bis nächsten Dienstag! 2) Ich warte, bis du fertig bist.",23501673
{{196 0 0.mp3}},elegant,زیبا,شیک، با کلاس,,elegant,,131,adj,{{196 7 0.jpg}},,Der elegante Herr im Smoking heißt Charles.,24607576
{{197 0 0.mp3}},"to stay, remain",به اقامت، باقی می ماند,ماندن، باقی ماندن,stay,bleiben,,6,verb,{{197 7 0.jpg}},bleibt; blieb; ist geblieben,Du kannst bis morgen bleiben.,23503652
{{198 0 0.mp3}},part,بخش,,,"der Teil, das Teil",,10,noun,{{198 7 0.jpg}},die Teile,Im ersten Teil des Buches werden die Personen vorgestellt.,23634872
{{199 0 0.mp3}},(of) Cologne,(از) کلن,کلنی، اهل کلن,,Kölner,,167,adj,{{199 7 0.jpg}},,Vom Turm des Kölner Doms aus hat man einen schönen Blick über die Stadt und den Rhein.,24624242
{{200 0 0.mp3}},thirteen,سیزده,سیزده، [عدد 13],,dreizehn,,145,num,{{200 7 0.jpg}},,"Sie hat dreizehn Kinder, zehn Mädchen und drei Jungen.",24616317
{{201 0 0.mp3}},"BSE, mad cow disease",BSE، بیماری جنون گاوی,جنون گاوی,,BSE,,117,noun,{{201 7 0.jpg}},no plural,BSE kann auch auf den Menschen übertragen werden.,24584857
{{202 0 0.mp3}},normally,به طور معمول,معمولا، به طور معمول,,normalerweise,,83,adv,{{202 7 0.jpg}},,Normalerweise putze ich mir nach dem Frühstück die Zähne.,24518875
{{203 0 0.mp3}},responsible,مسئوليت,مسئول، پاسخگو,,verantwortlich,,48,adj,{{203 7 0.jpg}},,Wer ist für die Buchführung verantwortlich?,24261009
{{204 0 0.mp3}},"task, assignment, job",کار، ماموریت، کار,تکلیف، وظیفه / وظیفه,,die Aufgabe,,16,noun,{{204 7 0.jpg}},die Aufgaben,Lösen Sie die folgenden Aufgaben!,23722004
{{205 0 0.mp3}},"to show, exhibit",به نشان می دهد، نمایشگاه,,,aufweisen,,58,verb,{{205 7 0.jpg}},weist auf; wies auf; hat aufgewiesen,Die Krankheit weist verschiedene Symptome auf.,24279750
{{206 0 0.mp3}},"area, surface",مساحت، سطح,فضا، سطح,the area,die Fläche,Fläche,84,noun,{{206 7 0.jpg}},die Flächen,Das Werksgelände erstreckt sich auf einer Fläche von 3 Quadratkilometern.,24519146
{{207 0 0.mp3}},"unity, unit",وحدت، واحد,یکپارچگی، وحدت / واحد,,die Einheit,,37,noun,{{207 7 0.jpg}},die Einheiten,Die Deutsche Einheit kam für viele überraschend.,24220347
{{208 0 0.mp3}},the question of,سوال از,,,die Frage nach,,8,,{{208 7 0.jpg}},,Die Frage nach dem Sinn des Lebens hat sich jeder schon mal gestellt.,23529848
{{209 0 0.mp3}},"mountains, mountain range",کوه ها، رشته کوه,رشته کوه، کوهستان,,das Gebirge,,140,noun,{{209 7 0.jpg}},die Gebirge,Letzten Sommer fuhren wir ins Gebirge.,24613636
{{210 0 0.mp3}},composer,آهنگساز,آهنگ‌ساز,,der Komponist,,135,noun,{{210 7 0.jpg}},die Komponisten,Johann Sebastian Bach war Komponist.,24609973
{{211 0 0.mp3}},"to extend, develop",به گسترش، توسعه,بازکردن، پیاده کردن / گسترش دادن، بزرگ کردن,,ausbauen,,103,verb,{{211 7 0.jpg}},baut aus; baute aus; hat ausgebaut,Wir sollten die Beziehungen zu diesem Verlag ausbauen.,24552724
{{212 0 0.mp3}},component,جزء,,,die Komponente,,91,noun,{{212 7 0.jpg}},die Komponenten,Beim Lernen von Fremdsprachen spielen viele Komponenten eine Rolle.,24542380
{{213 0 0.mp3}},Secretary-General,دبیر کل,,,der Generalsekretär,,151,noun,{{213 7 0.jpg}},die Generalsekretäre,Der Generalsekretär hält eine Rede.,24619942
{{214 0 0.mp3}},fresh,تازه,تازه، تر و تازه,,frisch,,59,adj,{{214 7 0.jpg}},,Ein frischer Wind kam aus Nordwest.,24279819
{{215 0 0.mp3}},into one's own hands,به یک دست خود,,,in die Hand,,10,,{{215 7 0.jpg}},,Du musst dein Leben selbst in die Hand nehmen.,23634042
{{216 0 0.mp3}},alternative,جایگزین,جایگزین,,alternativ,,143,adj,{{216 7 0.jpg}},,Mehr und mehr Menschen informieren sich über alternative Heilmethoden.,24614731
{{217 0 0.mp3}},network,شبکه,شبکه,,das Netzwerk,,147,noun,{{217 7 0.jpg}},die Netzwerke,"Das Unternehmen ist gerade dabei, ein internes Netzwerk einzurichten.",24617661
{{218 0 0.mp3}},percent,در صد,درصد,the percent,das Prozent,Prozent,9,noun,{{218 7 0.jpg}},die Prozente,Diese Prüfung zählt zehn Prozent der Gesamtnote.,23633409
{{219 0 0.mp3}},game,بازی,بازی، مسابقه,the game,das Spiel,Spiel,25,noun,{{219 7 0.jpg}},die Spiele,Das Spiel ist aus.,23885992
{{220 0 0.mp3}},eleven,یازده,یازده، [عدد 11],11,elf,11,63,num,{{220 7 0.jpg}},,"Als ich elf war, zogen wir nach Köln.",24384098
{{221 0 0.mp3}},resignation,استعفا,استعفا، کناره‌گیری,,der Rücktritt,,136,noun,{{221 7 0.jpg}},die Rücktritte,Der Direktor hat seinen baldigen Rücktritt angekündigt.,24610367
